key_row,regiontype,regionname,statename,home_value,home_value_rounded,home_value_change_mm,home_value_change_yy,2016_median_home_value,2017_median_home_value,2018_median_home_value,2019_median_home_value,2020_median_home_value,2021_median_home_value,2022_median_home_value,2023_median_home_value,2024_median_home_value,2025_median_home_value,date,forecastyoypctchange,top_tier,bottom_tier,sale_price,listing_price,current_days_to_pending,dtp_month,days_to_pending,inventory,clean_regionname,zestimate_accuracy,zillow_on_market_median_error,zillow_on_market_properties,zillow_on_market_within_5,zillow_on_market_within_10,zillow_on_market_within_20,zillow_off_market_median_error,zillow_off_market_properties,zillow_off_market_within_5,zillow_off_market_within_10,zillow_off_market_within_20,home_value_one_bed,home_value_two_bed,home_value_three_bed,home_value_four_bed,home_value_five_bed
north_vernon_in,metro,"North Vernon, IN",IN,201760.66,202000.00,0.65,4.82,108421.28,109955.58,115610.33,123819.16,133931.56,158035.10,180021.13,187402.10,196948.34,201105.17,"February 28, 2025",2.40,317931.33,130687.30,,230283.00,,February 25,,70.00,north vernon,"March 2, 2025",1.92,26500.00,83.04,94.78,98.68,7.42,2500000.00,36.61,60.67,81.40,113161.85,148723.42,207118.80,266276.79,317699.48
jesup_ga,metro,"Jesup, GA",GA,193453.93,193000.00,0.26,6.55,106857.83,107407.45,114615.65,121834.50,132842.03,151408.60,173881.06,177658.73,189119.47,193201.79,"February 28, 2025",1.50,316962.88,95266.96,,266617.00,,February 25,,89.00,jesup,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,222928.75,144790.31,220788.49,305727.26,597052.30
bastrop_la,metro,"Bastrop, LA",LA,196111.64,196000.00,0.32,0.64,168194.35,167322.70,169591.91,176142.45,183000.29,194232.30,204152.40,200389.42,195123.34,195802.04,,,328891.22,100808.12,,,,February 25,,,bastrop,"March 2, 2025",2.05,21900.00,82.03,94.11,98.01,9.02,1500000.00,33.00,53.52,74.34,122731.79,128915.01,207298.56,314299.04,437755.20
the_dalles_or,metro,"The Dalles, OR",OR,388253.81,388000.00,0.29,2.90,188043.74,208660.43,237045.29,259140.50,278319.03,343020.78,382927.59,377865.59,384480.82,387693.00,"February 28, 2025",0.90,563138.84,288849.03,,368833.00,,February 25,,101.00,the dalles,"March 2, 2025",1.59,23000.00,88.32,97.03,99.13,6.28,1600000.00,42.04,67.12,86.51,272083.06,308574.88,398685.18,459184.63,514443.56
thomaston_ga,metro,"Thomaston, GA",GA,170884.04,171000.00,0.16,5.85,68285.66,68740.42,76123.40,86048.26,94946.58,121229.20,145202.75,159027.52,170337.68,170750.69,"February 28, 2025",5.50,291108.95,92879.36,,232283.00,,February 25,,125.00,thomaston,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,78037.27,117634.05,208524.91,318436.46,403353.95
steamboat_springs_co,metro,"Steamboat Springs, CO",CO,1099508.98,1100000.00,-0.24,4.92,465185.55,505611.00,535720.04,574327.09,602960.88,793825.50,1006580.63,1001839.67,1075602.19,1100852.99,"February 28, 2025",5.80,2197911.22,589804.95,,1397500.00,35.00,February 25,32.67,174.00,steamboat springs,"March 2, 2025",1.34,41500.00,91.27,97.73,99.38,5.30,2200000.00,47.86,72.71,89.84,516332.49,798296.28,1145463.42,1883517.26,3015655.73
marshall_mn,metro,"Marshall, MN",MN,203018.18,203000.00,0.23,3.90,152951.87,154245.16,157098.95,156628.50,160759.18,176044.57,192347.14,197764.05,199298.41,202785.19,"February 28, 2025",-1.70,336762.44,106102.72,,222167.00,,February 25,,44.00,marshall,"March 2, 2025",1.92,23400.00,84.54,96.22,99.10,6.53,2100000.00,40.46,65.56,85.85,173659.01,118523.02,177633.87,236393.91,312491.98
bainbridge_ga,metro,"Bainbridge, GA",GA,150000.59,150000.00,-0.56,-1.14,89102.28,86063.48,88467.00,95633.77,103440.37,118857.59,138102.72,147478.86,152485.89,150425.49,"February 28, 2025",1.20,280397.45,60150.10,,278250.00,,February 25,,96.00,bainbridge,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,222928.75,224145.99,213699.93,416895.60,597052.30
altus_ok,metro,"Altus, OK",OK,106254.92,106000.00,0.61,5.18,70591.54,69617.73,70995.62,75895.75,75693.66,86770.08,96448.96,97293.24,105568.68,105932.37,"February 28, 2025",1.10,247039.39,44672.99,,198983.00,,February 25,,126.00,altus,"March 2, 2025",1.88,25300.00,83.34,94.65,98.31,7.39,1400000.00,37.78,59.86,79.00,30660.13,44618.99,120555.56,273456.59,471528.22
campbellsville_ky,metro,"Campbellsville, KY",KY,187159.34,187000.00,1.89,11.16,99020.27,103956.18,109214.00,108977.05,115890.58,136818.27,160079.44,164426.98,175011.74,185419.75,"February 28, 2025",4.90,302993.90,111241.12,,222967.00,,February 25,,145.00,campbellsville,"March 2, 2025",1.99,17300.00,82.29,94.80,98.52,8.13,1600000.00,34.44,57.28,78.45,117246.60,122083.13,190889.79,250574.75,321363.39
bennettsville_sc,metro,"Bennettsville, SC",SC,98387.67,98000.00,-0.02,-4.08,90482.47,87907.52,104221.29,97625.89,99153.42,109268.01,125921.62,117887.89,103855.75,98395.54,"February 28, 2025",-4.90,161694.99,57119.67,,129450.00,,February 25,,32.00,bennettsville,"March 2, 2025",1.61,48900.00,87.62,96.30,98.86,6.85,2100000.00,39.57,63.51,83.20,194619.85,208177.68,132330.70,422510.08,566219.08
ottawa_ks,metro,"Ottawa, KS",KS,230051.89,230000.00,0.37,7.64,113599.66,120832.29,130200.32,137880.83,148652.47,178311.90,202826.97,206608.20,221256.62,229632.56,"February 28, 2025",2.90,399215.13,131878.52,,228833.00,24.00,February 25,24.00,65.00,ottawa,"March 2, 2025",2.17,10600.00,80.51,94.88,98.92,7.47,1000000.00,36.37,60.81,82.11,106577.45,151843.65,246687.02,299771.91,371550.28
mountain_home_id,metro,"Mountain Home, ID",ID,341640.63,342000.00,0.59,4.56,127314.10,136786.34,155165.82,179286.65,211291.61,290147.49,330039.98,318048.83,333774.45,340635.09,"February 28, 2025",4.30,453826.16,260563.18,,369050.00,47.00,February 25,48.50,94.00,mountain home,"March 2, 2025",1.40,15900.00,89.82,97.11,99.20,5.68,826100.00,45.26,70.74,89.18,232160.48,244691.84,336305.58,383858.11,456139.91
toccoa_ga,metro,"Toccoa, GA",GA,218104.94,218000.00,0.42,6.39,85961.19,90274.87,99598.97,114558.52,125532.96,159271.30,191373.79,197249.17,214411.44,217648.97,"February 28, 2025",4.90,368701.95,122805.05,,246967.00,43.00,February 25,43.00,123.00,toccoa,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,148822.93,156373.20,237211.84,364584.15,465412.19
mitchell_sd,metro,"Mitchell, SD",SD,241047.96,241000.00,0.65,3.52,147744.77,158626.58,162275.05,164588.82,171725.63,191636.09,222422.08,230617.37,235502.42,240264.86,"February 28, 2025",1.50,439113.58,151516.71,,319267.00,,February 25,,55.00,mitchell,"March 2, 2025",1.74,4800.00,85.11,95.59,98.96,7.53,310400.00,36.68,60.20,82.00,100455.27,168196.81,233896.28,279479.34,421799.89
crescent_city_ca,metro,"Crescent City, CA",CA,361275.26,361000.00,-0.14,2.59,210841.19,228128.84,251994.65,259765.73,277952.43,314639.97,350227.52,350931.49,356430.79,361529.00,"February 28, 2025",-0.90,520271.52,239819.84,,458000.00,,February 25,,105.00,crescent city,"March 2, 2025",2.00,108500.00,81.43,94.38,98.63,6.32,10700000.00,41.85,66.50,85.85,492389.18,635477.21,376440.44,946303.31,1281787.18
mexico_mo,metro,"Mexico, MO",MO,159084.04,159000.00,0.91,5.66,89386.98,89539.04,95147.49,102435.02,110959.63,127357.14,140933.68,147971.92,155040.83,158369.68,"February 28, 2025",2.10,323840.66,89838.83,,162550.00,,February 25,,50.00,mexico,"March 2, 2025",2.23,27800.00,79.74,94.22,98.57,8.16,2300000.00,34.12,57.21,79.74,121077.42,101460.40,170814.43,215333.99,489157.59
lexington_ne,metro,"Lexington, NE",NE,194762.08,195000.00,0.56,5.40,117024.01,120819.32,125935.16,134286.36,138485.10,157931.23,177398.55,183680.00,189581.49,194218.69,"February 28, 2025",1.20,382354.36,116547.92,,248000.00,,February 25,,70.00,lexington,"March 2, 2025",1.69,8100.00,85.86,95.87,98.89,6.60,680700.00,40.81,64.60,84.03,124262.42,137997.27,201852.87,241143.63,301650.44
fallon_nv,metro,"Fallon, NV",NV,372603.54,373000.00,0.56,4.87,176004.96,195216.99,221617.49,245416.01,256790.37,315742.40,359817.91,346614.22,361193.60,371572.59,"February 28, 2025",1.10,485777.61,272757.40,,405763.00,33.00,February 25,33.00,71.00,fallon,"March 2, 2025",1.31,22100.00,91.42,97.70,99.40,4.53,1100000.00,53.65,77.67,91.33,205006.62,243799.79,371073.29,438959.29,548891.15
wahpeton_nd,metro,"Wahpeton, ND",ND,204919.86,205000.00,0.27,5.65,137692.17,141285.81,147406.37,153828.39,163201.44,179502.09,198203.16,195286.30,200532.63,204643.20,"February 28, 2025",-0.80,369382.94,102822.02,,277267.00,,February 25,,62.00,wahpeton,"March 2, 2025",1.67,3100.00,86.05,95.74,98.67,6.78,226700.00,39.86,63.48,83.62,123680.13,129796.85,204152.70,258933.60,341113.74
beeville_tx,metro,"Beeville, TX",TX,148379.93,148000.00,0.56,1.99,122460.75,123421.20,132928.50,145183.29,155730.29,163466.58,170735.08,152771.46,146199.07,147964.02,"February 28, 2025",-6.50,269787.32,80024.36,,182150.00,,February 25,,110.00,beeville,"March 2, 2025",1.90,231800.00,84.41,95.11,98.57,6.37,10000000.00,41.50,66.60,86.27,147400.38,183059.74,275025.53,405154.02,622446.91
uvalde_tx,metro,"Uvalde, TX",TX,180788.27,181000.00,0.52,4.44,144857.40,142458.32,139271.58,143803.11,150107.67,168415.24,179456.59,177461.50,177981.66,180323.72,"February 28, 2025",-1.70,340976.08,104455.89,,408950.00,,February 25,,137.00,uvalde,"March 2, 2025",1.90,231800.00,84.41,95.11,98.57,6.37,10000000.00,41.50,66.60,86.27,147400.38,183059.74,232369.17,405154.02,622446.91
pierre_sd,metro,"Pierre, SD",SD,271887.15,272000.00,0.60,4.90,178316.65,185891.76,190974.72,195731.06,200603.35,230011.82,261465.67,260166.36,261704.20,271078.24,"February 28, 2025",0.30,429608.76,175494.72,,310000.00,,February 25,,60.00,pierre,"March 2, 2025",1.74,4800.00,85.11,95.59,98.96,7.53,310400.00,36.68,60.20,82.00,152143.39,197313.64,245637.31,294095.55,409184.02
deming_nm,metro,"Deming, NM",NM,143208.46,143000.00,0.66,4.19,105625.79,102875.54,109653.32,112653.40,116151.77,133180.63,144576.97,137449.83,141485.13,142738.80,"February 28, 2025",-1.10,219236.05,86741.57,,207000.00,,February 25,,84.00,deming,"March 2, 2025",1.70,9500.00,86.08,95.87,98.94,6.43,722700.00,41.46,65.75,84.75,202806.05,168191.96,197171.97,413211.71,537313.61
susanville_ca,metro,"Susanville, CA",CA,224158.63,224000.00,0.01,1.02,142939.03,155280.67,170609.22,178839.07,185111.98,220170.90,227219.95,227534.35,224309.07,224144.19,"February 28, 2025",-2.30,348060.48,128974.05,,276667.00,,February 25,,126.00,susanville,"March 2, 2025",2.00,108500.00,81.43,94.38,98.63,6.32,10700000.00,41.85,66.50,85.85,110396.32,152055.21,250998.49,315622.65,379999.95
magnolia_ar,metro,"Magnolia, AR",AR,120152.59,120000.00,-1.06,-1.81,107348.89,108267.86,115591.71,117168.76,121613.15,132759.77,133727.02,129878.65,123175.91,120795.68,"February 28, 2025",-7.10,243003.19,48770.87,,221983.00,,February 25,,73.00,magnolia,"March 2, 2025",2.00,16600.00,80.65,93.09,97.57,7.97,1100000.00,35.54,57.06,76.51,128848.42,152594.16,158291.42,363844.70,526181.99
connersville_in,metro,"Connersville, IN",IN,151505.63,152000.00,1.18,9.38,68275.26,68931.69,77179.52,84913.68,92164.40,109691.25,127498.70,134647.68,144964.75,150621.81,"February 28, 2025",4.30,252596.82,94285.56,,149933.00,,February 25,,94.00,connersville,"March 2, 2025",1.92,26500.00,83.04,94.78,98.68,7.42,2500000.00,36.61,60.67,81.40,72487.33,102553.71,170041.76,213896.77,239795.29
jamestown_nd,metro,"Jamestown, ND",ND,203020.03,203000.00,0.61,5.34,188881.47,185263.07,181436.12,179653.43,186781.75,192329.44,205956.56,198098.82,199302.71,202403.40,"February 28, 2025",-2.80,337645.64,114190.97,,196117.00,,February 25,,42.00,jamestown,"March 2, 2025",1.67,3100.00,86.05,95.74,98.67,6.78,226700.00,39.86,63.48,83.62,123680.13,149721.92,206687.47,268303.59,435267.35
beatrice_ne,metro,"Beatrice, NE",NE,187301.92,187000.00,1.13,9.77,100119.79,107120.57,117998.28,121426.06,126785.85,143342.82,163331.58,168965.57,177247.22,186257.76,"February 28, 2025",2.80,394293.71,95020.90,,237283.00,,February 25,,73.00,beatrice,"March 2, 2025",1.69,8100.00,85.86,95.87,98.89,6.60,680700.00,40.81,64.60,84.03,84635.64,131288.92,196915.86,259914.15,300901.18
moberly_mo,metro,"Moberly, MO",MO,160315.17,160000.00,0.54,6.71,86132.62,93095.85,95814.77,103329.49,109062.19,127870.64,141971.61,146653.59,156455.54,159887.41,"February 28, 2025",2.10,302873.09,79217.50,,182333.00,28.00,February 25,28.00,97.00,moberly,"March 2, 2025",2.23,27800.00,79.74,94.22,98.57,8.16,2300000.00,34.12,57.21,79.74,80454.08,95863.39,183560.57,237102.83,322124.16
heber_ut,metro,"Heber, UT",UT,1106937.66,1107000.00,0.18,2.67,495105.98,542151.99,593018.82,630609.66,686651.57,889703.24,1088233.07,1049621.76,1095524.09,1105964.36,"February 28, 2025",3.80,2616416.04,624770.93,1500000.00,1270833.00,56.00,February 25,50.67,1008.00,heber,"March 2, 2025",1.32,25300.00,91.77,98.04,99.55,5.17,1200000.00,48.77,74.98,92.05,330691.72,811579.12,1067055.09,1630011.48,2148689.77
yankton_sd,metro,"Yankton, SD",SD,256006.77,256000.00,0.01,5.21,178224.26,182942.55,190979.87,193621.97,199309.59,219906.07,249679.66,250192.44,255313.64,255994.45,"February 28, 2025",-1.50,421611.83,160118.67,,292033.00,,February 25,,59.00,yankton,"March 2, 2025",1.74,4800.00,85.11,95.59,98.96,7.53,310400.00,36.68,60.20,82.00,152143.39,228734.45,294933.25,360727.60,490924.72
summerville_ga,metro,"Summerville, GA",GA,158743.84,159000.00,0.51,2.72,82287.16,82587.00,86637.82,98816.05,103394.55,131040.34,152337.39,152547.23,156643.30,158343.91,"February 28, 2025",2.60,291481.16,83768.42,,204283.00,,February 25,,90.00,summerville,"March 2, 2025",1.62,71100.00,86.40,95.65,98.61,6.75,3800000.00,39.86,63.81,83.22,222928.75,131325.19,196925.35,279128.16,597052.30
grants_nm,metro,"Grants, NM",NM,137461.49,137000.00,1.10,4.75,89090.13,79184.04,84279.93,90478.19,97209.89,112005.48,127155.12,129233.76,132704.38,136715.65,"February 28, 2025",1.80,228094.94,78762.70,,196300.00,,February 25,,63.00,grants,"March 2, 2025",1.70,9500.00,86.08,95.87,98.94,6.43,722700.00,41.46,65.75,84.75,202806.05,91670.74,144736.22,215697.96,537313.61
forrest_city_ar,metro,"Forrest City, AR",AR,74493.23,74000.00,1.04,1.20,63779.22,66387.86,66909.10,71234.60,72860.88,74809.62,75847.15,75662.31,74011.38,74108.92,"February 28, 2025",-3.90,172218.34,31655.13,,125150.00,,February 25,,30.00,forrest city,"March 2, 2025",2.00,16600.00,80.65,93.09,97.57,7.97,1100000.00,35.54,57.06,76.51,128848.42,152594.16,118511.10,363844.70,526181.99
oskaloosa_ia,metro,"Oskaloosa, IA",IA,178558.55,179000.00,-0.21,7.53,106109.75,108851.08,114539.54,118914.35,124345.72,142649.70,160959.54,164482.02,172778.41,178750.13,"February 28, 2025",0.80,319597.62,96056.39,,190983.00,,February 25,,49.00,oskaloosa,"March 2, 2025",1.85,14200.00,83.34,95.17,98.74,7.82,1300000.00,35.37,58.90,80.66,74927.87,113477.52,183540.42,242321.30,341716.13
